,Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
838,34,Male,United States of America,0,Yes,0,,6-25,Sometimes,1.0,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Yes
839,32,Male,United States of America,1,Yes,1,,,Always,,,,,,,,,,,,Maybe,Maybe,,
840,25,I'm a man why didn't you make this a drop down question. You should of asked sex? And I would of answered yes please. Seriously how much text can this take? ,United Kingdom,1,Yes,1,1-25%,,Sometimes,,,,,,,,,,,,No,Maybe,,
841,43,Male,Poland,0,I don't know,0,,26-100,Never,0.0,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
842,39,male,United States of America,0,No,1,,6-25,Sometimes,1.0,Yes,No,No,I don't know,Yes,Very difficult,No,No,No,Maybe,No,No,I don't know,No
843,35,Male,United States of America,1,Yes,0,1-25%,,Always,,,,,,,,,,,,No,Maybe,,
844,34,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No
845,38,Male,United Kingdom,0,No,0,,More than 1000,Sometimes,0.0,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,No,No,I don't know,No
846,26,woman,United States of America,0,I don't know,1,,100-500,Always,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,Maybe,Yes,Yes,No,No,No,Yes
847,24,male,Bulgaria,0,Yes,0,,6-25,Sometimes,1.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,Maybe,Maybe,I don't know,No
848,27,Female,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,I don't know,I am not sure,Yes,Yes,I don't know,Very difficult,Yes,No,No,No,No,Maybe,I don't know,No
849,25,male,United States of America,0,No,1,,6-25,Never,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,No,No,Maybe,Yes,No
850,37,m,United States of America,1,No,0,,,Sometimes,,,,,,,,,,,,Maybe,Yes,,
851,33,Male,Canada,0,Yes,0,,More than 1000,Sometimes,0.0,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,Maybe,Yes,No
852,34,Male,United States of America,0,No,1,,26-100,Sometimes,0.0,No,I am not sure,Yes,I don't know,Yes,Somewhat difficult,Yes,No,No,No,Maybe,Maybe,I don't know,No
853,27,Male,Canada,0,I don't know,1,,26-100,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,I don't know,No
854,33,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,No,Maybe,No,Maybe,I don't know,No
855,50,mail,United States of America,0,Yes,1,,6-25,Sometimes,1.0,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,No
856,54,female,United States of America,1,Yes,1,1-25%,,Sometimes,,,,,,,,,,,,No,Maybe,,
857,32,female ,Canada,0,I don't know,1,,More than 1000,Sometimes,1.0,Yes,I am not sure,Yes,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes
858,39,m,Canada,0,No,0,,6-25,Sometimes,1.0,I don't know,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No
859,36,Male,United States of America,0,No,0,,6-25,Sometimes,1.0,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
860,34,Male,Canada,0,No,0,,100-500,Sometimes,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,No,Maybe,I don't know,No
861,31,female,United States of America,0,Yes,1,,100-500,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,Maybe,Yes,No,No,I don't know,No
862,36,male,United States of America,0,Yes,1,,More than 1000,Never,0.0,No,,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,No,No
863,48,Male,United States of America,0,I don't know,0,,More than 1000,Sometimes,0.0,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
864,31,male,United States of America,0,Yes,1,,6-25,Never,1.0,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,No,No,I don't know,No
865,32,M,United States of America,0,No,0,,1-5,Always,1.0,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
866,32,M,United States of America,0,No,0,,100-500,Always,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes
867,31,male,United States of America,1,Yes,1,26-50%,,Always,,,,,,,,,,,,Maybe,Yes,,
868,28,Female,United States of America,0,Yes,1,,1-5,Sometimes,1.0,Not eligible for coverage / N/A,,No,Yes,Yes,Very easy,No,No,Maybe,Yes,No,No,Yes,No
869,28,male,United Kingdom,0,Yes,1,,More than 1000,Never,0.0,I don't know,No,No,No,I don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No
870,33,F,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Yes,Maybe,No,Maybe,No,Maybe,No,No
871,33,M,United States of America,1,Yes,1,1-25%,,Never,,,,,,,,,,,,Maybe,Maybe,,
872,59,M,United States of America,1,No,1,51-75%,,Always,,,,,,,,,,,,No,No,,
873,33,male,United States of America,1,Yes,1,51-75%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
874,37,Male,United States of America,0,I don't know,1,,100-500,Always,1.0,I don't know,No,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,No,No,Yes
875,27,female,Germany,0,No,1,,6-25,Always,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
876,39,Male,United States of America,0,No,0,,More than 1000,Always,1.0,No,No,No,No,I don't know,I don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,No
877,50,M,Germany,1,Yes,0,26-50%,,Sometimes,,,,,,,,,,,,Maybe,No,,
878,34,Female,United States of America,0,I don't know,0,,More than 1000,Never,0.0,Yes,Yes,I don't know,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,No,No,I don't know,No
879,50,male,Germany,1,No,0,26-50%,,Sometimes,,,,,,,,,,,,No,No,,
880,31,Female,Other,0,I don't know,0,,6-25,Always,1.0,Not eligible for coverage / N/A,,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,Yes,No
881,39,male,United States of America,0,Yes,0,,More than 1000,Sometimes,0.0,Yes,Yes,No,Yes,No,Very easy,Yes,No,No,No,No,No,No,No
882,46,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,Maybe,Maybe,No,No
883,28,M,United States of America,0,No,0,,More than 1000,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
884,32,male,France,0,No,0,,26-100,Sometimes,1.0,I don't know,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,No,Maybe,Yes,Yes,No
885,65,F,United States of America,1,No,1,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
886,37,Male,United States of America,1,Yes,1,76-100%,,Always,,,,,,,,,,,,Yes,Yes,,
887,41,Female,United States of America,1,I don't know,1,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Yes,,
888,38,Male,United States of America,1,I don't know,1,1-25%,,Sometimes,,,,,,,,,,,,No,Yes,,
889,51,male,United States of America,0,No,1,,26-100,Sometimes,0.0,I don't know,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
890,29,Male,United States of America,0,I don't know,1,,500-1000,Sometimes,0.0,I don't know,No,No,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Maybe,Yes,I don't know,No
891,37,Male,Canada,1,No,1,51-75%,,Always,,,,,,,,,,,,Maybe,Maybe,,
892,31,Male,Canada,1,No,0,,,Always,,,,,,,,,,,,No,No,,
893,32,Male,Iran,0,Yes,0,,1-5,Sometimes,1.0,No,,No,No,No,Very easy,No,No,Yes,Yes,Yes,Yes,I don't know,No
894,31,male,Sweden,1,I don't know,1,1-25%,,Sometimes,,,,,,,,,,,,No,Maybe,,
895,52,m,Switzerland,0,Yes,1,,More than 1000,Never,0.0,Not eligible for coverage / N/A,,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,Maybe,Yes,No,No
896,31,male,Switzerland,1,Yes,1,26-50%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
897,38,F,United Kingdom,1,No,0,,,Always,,,,,,,,,,,,No,No,,
898,35,Male,United States of America,0,I don't know,1,,More than 1000,Never,0.0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,No,No
899,29,Male,United States of America,1,I don't know,0,,,Always,,,,,,,,,,,,No,No,,
900,63,Male,United States of America,1,No,1,1-25%,,Always,,,,,,,,,,,,No,No,,
901,47,female,United States of America,1,No,1,1-25%,,Always,,,,,,,,,,,,No,No,,
902,43,M,Austria,1,Yes,1,26-50%,,Always,,,,,,,,,,,,No,Yes,,
903,38,male,Ireland,0,No,0,,26-100,Sometimes,1.0,No,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,No,No,I don't know,No
904,27,Male,United States of America,0,No,0,,6-25,Never,0.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Maybe,I don't know,No
905,40,Female,United States of America,0,Yes,0,,6-25,Always,1.0,I don't know,No,No,Yes,Yes,I don't know,No,No,No,Yes,No,No,Yes,Yes
906,32,Male,South Africa,0,No,0,,500-1000,Never,0.0,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No
907,43,female,United States of America,1,No,0,26-50%,,Always,,,,,,,,,,,,Maybe,Maybe,,
908,28,female,Germany,0,I don't know,0,,100-500,Never,0.0,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,No,No
909,46,Male,United Kingdom,1,No,0,,,Always,,,,,,,,,,,,No,Maybe,,
910,42,male,United States of America,0,Yes,0,,More than 1000,Sometimes,0.0,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No,No,No
911,31,Male,United States of America,0,Yes,1,,1-5,Sometimes,1.0,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,No,Yes,No
912,37,F,United States of America,1,No,1,26-50%,,Never,,,,,,,,,,,,No,No,,
913,35,M,Canada,0,Yes,1,,6-25,Never,1.0,No,,No,No,I don't know,Somewhat easy,No,No,No,No,No,Maybe,I don't know,No
914,30,Female,United States of America,1,No,1,1-25%,,Always,,,,,,,,,,,,Maybe,Maybe,,
915,35,Male,Australia,0,Yes,1,,26-100,Sometimes,1.0,Not eligible for coverage / N/A,I am not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
916,24,Male,United States of America,0,Yes,1,,26-100,Never,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,No
917,23,male,India,0,No,0,,6-25,Sometimes,1.0,No,No,No,No,No,I don't know,Maybe,No,No,No,No,Yes,No,No
918,39,Female,United Kingdom,1,Yes,1,26-50%,,Always,,,,,,,,,,,,Maybe,Maybe,,
919,38,Male,France,0,No,0,,6-25,Always,1.0,No,,Yes,No,Yes,Very easy,No,No,Maybe,Maybe,No,No,I don't know,No
920,28,Male,United Kingdom,1,Yes,1,51-75%,,Always,,,,,,,,,,,,Maybe,Maybe,,
921,30,m,United Kingdom,1,No,0,,,Sometimes,,,,,,,,,,,,No,Maybe,,
922,38,Male,United Kingdom,1,No,0,1-25%,,Always,,,,,,,,,,,,No,No,,
923,33,M,France,0,No,0,,26-100,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,Yes,Yes,Yes,No
924,35,Male,United Kingdom,0,No,0,,26-100,Sometimes,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
925,54,M|,United Kingdom,1,No,0,,,Never,,,,,,,,,,,,No,Yes,,
926,30,female,Germany,0,I don't know,0,,100-500,Never,1.0,I don't know,,I don't know,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
927,32,Female,United Kingdom,1,I don't know,1,1-25%,,Always,,,,,,,,,,,,No,Maybe,,
928,28,male,United States of America,0,Yes,0,,500-1000,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,No,Yes,I don't know,No
929,39,m,Germany,0,I don't know,0,,6-25,Sometimes,1.0,No,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
930,21,non-binary,United States of America,0,Yes,1,,1-5,Always,1.0,No,Yes,No,No,No,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Yes,I don't know,No
931,31,male,Germany,0,Yes,0,,6-25,Sometimes,1.0,Yes,Yes,Yes,Yes,No,Very easy,Maybe,No,Maybe,Yes,Maybe,Yes,No,No
932,30,male,United States of America,0,No,0,,More than 1000,Sometimes,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Yes,Maybe,No,No,No,Maybe,I don't know,No
933,25,Female,United States of America,0,No,0,,26-100,Sometimes,1.0,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
934,26,Male,United Kingdom,0,No,0,,6-25,Always,1.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,No,No
935,30,male,United States of America,0,No,0,,26-100,Never,1.0,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,No,No,I don't know,Yes
936,30,M,Italy,0,No,0,,500-1000,Never,1.0,No,,I don't know,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Maybe,Yes,No
937,31,Male,Bulgaria,0,No,0,,100-500,Always,1.0,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
938,32,M,United States of America,0,Yes,1,,100-500,Never,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
939,45,female,United Kingdom,0,Yes,1,,26-100,Always,0.0,No,,No,No,I don't know,Somewhat difficult,No,No,Maybe,Yes,Maybe,No,Yes,No
940,29,Male,Switzerland,1,Yes,0,26-50%,,Sometimes,,,,,,,,,,,,No,No,,
941,27,Male,United States of America,0,Yes,1,,26-100,Always,1.0,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No,I don't know,No
942,28,Female,United Kingdom,0,I don't know,0,,26-100,Always,1.0,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very easy,No,No,No,Maybe,No,No,Yes,No
943,38,m,United States of America,0,Yes,0,,500-1000,Always,1.0,Yes,No,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
944,38,male,United States of America,0,Yes,1,,500-1000,Sometimes,0.0,Yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,No
945,34,Male,Hungary,0,Yes,1,,More than 1000,Sometimes,1.0,I don't know,I am not sure,I don't know,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
946,36,M,Netherlands,1,I don't know,1,1-25%,,Sometimes,,,,,,,,,,,,No,No,,
947,23,male,France,0,No,0,,6-25,Sometimes,1.0,I don't know,No,No,No,Yes,Very easy,No,No,Maybe,Yes,No,No,Yes,No
948,40,Female,United States of America,0,Yes,1,,100-500,Sometimes,0.0,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,No,No,No,Yes
949,39,Male,United States of America,1,No,1,1-25%,,Always,,,,,,,,,,,,Maybe,Maybe,,
950,28,Male,United States of America,0,Yes,1,,26-100,Never,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No,I don't know,No
951,33,male,United States of America,0,No,0,,6-25,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
952,32,Male ,United States of America,1,I don't know,1,26-50%,,Always,,,,,,,,,,,,No,Maybe,,
953,32,Male,United States of America,0,Yes,0,,More than 1000,Never,0.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Maybe,No,No,Yes,No
954,27,M,United States of America,0,Yes,1,,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
955,33,Male,Israel,0,No,1,,100-500,Never,1.0,No,No,No,No,I don't know,I don't know,Yes,No,No,No,Maybe,Yes,I don't know,No
956,34,Male,Japan,0,Yes,0,,100-500,Never,0.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,Maybe,I don't know,No
957,38,f,India,1,I don't know,1,1-25%,,Sometimes,,,,,,,,,,,,No,No,,
958,35,M,United States of America,0,I don't know,0,,More than 1000,Never,0.0,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,Maybe,No,No,No,No,I don't know,No
959,39,M,United States of America,0,No,0,,26-100,Sometimes,1.0,Yes,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No,I don't know,No
960,35,male,United States of America,0,No,0,,More than 1000,Never,0.0,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No,I don't know,No
961,34,Male,United States of America,0,No,0,,100-500,Sometimes,0.0,I don't know,No,No,I don't know,Yes,Somewhat easy,No,No,Yes,Maybe,No,Yes,No,No
962,44,Female,United States of America,1,Yes,1,1-25%,,Always,,,,,,,,,,,,No,Maybe,,
963,42,M,United States of America,0,No,1,,500-1000,Always,0.0,Yes,I am not sure,No,No,I don't know,Very easy,No,No,Yes,Maybe,No,Maybe,No,No
964,30,Male,United States of America,0,No,0,,6-25,Always,0.0,Yes,No,No,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,No,Maybe,I don't know,No
965,55,Male,United States of America,0,Yes,0,,26-100,Never,0.0,Yes,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Yes,No,Yes,No,No
966,46,m,United States of America,0,Yes,1,,26-100,Sometimes,1.0,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,No,I don't know,No
967,33,male,United States of America,0,Yes,1,,100-500,Sometimes,0.0,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
968,30,Male,United States of America,0,Yes,1,,26-100,Sometimes,0.0,Yes,I am not sure,No,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,Yes,Yes,I don't know,No
969,30,male,United Kingdom,0,Yes,1,,26-100,Sometimes,1.0,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,Yes,No,No
970,31,Female,United States of America,0,I don't know,1,,More than 1000,Never,1.0,Yes,Yes,No,Yes,I don't know,I don't know,Yes,Maybe,No,No,No,No,I don't know,Yes
971,38,Male,Ireland,0,No,1,,More than 1000,Sometimes,1.0,Yes,I am not sure,No,I don't know,Yes,Very easy,Maybe,No,Maybe,Yes,Maybe,Maybe,No,No
972,30,female,United Kingdom,0,Yes,0,,100-500,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,No,No,No
973,32,Male,United States of America,0,Yes,1,,500-1000,Sometimes,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,Yes
974,32,Male,United Kingdom,0,I don't know,1,,More than 1000,Never,0.0,No,,No,No,I don't know,Neither easy nor difficult,Yes,No,No,No,No,No,I don't know,Yes
975,47,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,Maybe,No,No,No
976,39,Male,United Kingdom,0,I don't know,0,,6-25,Always,1.0,No,,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
977,35,Male,United States of America,0,Yes,1,,100-500,Sometimes,0.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Yes,No,No,No,No,No,I don't know,No
978,36,Male,United States of America,0,No,1,,100-500,Sometimes,1.0,Yes,Yes,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,No,No,No
979,38,female,United States of America,0,No,0,,100-500,Always,0.0,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,Maybe,Maybe,Maybe,Yes,No
980,30,Male,United States of America,0,I don't know,1,,100-500,Sometimes,1.0,I don't know,I am not sure,Yes,No,Yes,I don't know,Maybe,No,Maybe,No,No,No,I don't know,Yes
981,33,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Yes,No,No
982,22,male,United States of America,0,Yes,0,,6-25,Never,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Yes,No,Maybe,No,Maybe,Maybe,I don't know,No
983,35,m,United States of America,1,No,1,26-50%,,Always,,,,,,,,,,,,No,Maybe,,
984,26,m,United States of America,0,I don't know,1,,26-100,Never,0.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Maybe,Yes,I don't know,No
985,34,Male,United States of America,0,No,1,,100-500,Always,1.0,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
986,40,male,United States of America,1,Yes,0,,,Sometimes,,,,,,,,,,,,No,No,,
987,37,male,Bulgaria,0,No,0,,100-500,Always,1.0,No,,No,Yes,I don't know,I don't know,Yes,No,Yes,Yes,No,No,No,Yes
988,43,M,Switzerland,0,No,0,,1-5,Sometimes,1.0,No,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,Yes,I don't know,No
989,20,Male,United States of America,1,I don't know,1,76-100%,,Sometimes,,,,,,,,,,,,Yes,Yes,,
990,30,Female,United States of America,0,Yes,1,,500-1000,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,No,Yes,Yes,No
991,32,Male,United States of America,0,Yes,0,,More than 1000,Sometimes,1.0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat difficult,No,No,No,Maybe,Maybe,Yes,Yes,No
992,35,male,United States of America,0,No,0,,More than 1000,Always,0.0,Yes,Yes,I don't know,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,Maybe,Maybe,No,No
993,29,male,United States of America,0,No,0,,26-100,Sometimes,1.0,Yes,No,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Maybe,Yes,No
994,29,male,United States of America,0,I don't know,0,,500-1000,Never,0.0,No,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
995,30,m,United States of America,0,I don't know,0,,More than 1000,Always,1.0,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
996,30,male,United States of America,0,Yes,0,,100-500,Never,1.0,I don't know,No,No,I don't know,Yes,Somewhat difficult,Maybe,No,No,No,No,Yes,No,No
997,38,Male,United States of America,0,Yes,1,,100-500,Always,1.0,Yes,I am not sure,No,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
998,30,Male,Brazil,0,Yes,1,,26-100,Never,0.0,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,Yes,I don't know,No
999,26,Male,Netherlands,0,Yes,0,,26-100,Never,1.0,No,No,No,No,I don't know,Somewhat easy,No,Maybe,No,Maybe,Yes,Yes,I don't know,No
1000,27,Male,Germany,1,No,1,26-50%,,Always,,,,,,,,,,,,Yes,Yes,,
1001,24,Male,United States of America,0,No,0,,1-5,Always,1.0,No,,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,I don't know,No
1002,35,male,United States of America,0,No,0,,100-500,Never,1.0,Yes,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,No,No,No
1003,38,Male,Sweden,0,No,1,,More than 1000,Sometimes,1.0,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,Yes
1004,36,Male/genderqueer,United States of America,0,No,1,,100-500,Sometimes,1.0,Yes,Yes,No,I don't know,Yes,Very easy,Maybe,Maybe,No,No,No,No,I don't know,No
1005,34,Male,United Kingdom,1,No,1,,,Always,,,,,,,,,,,,Yes,Yes,,
1006,35,Male,United States of America,0,I don't know,1,,26-100,Sometimes,1.0,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,No,No
1007,25,Male,United States of America,0,I don't know,0,,6-25,Sometimes,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,I don't know,No
1008,32,Female,Sweden,0,No,1,,100-500,Never,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
1009,32,fem,United States of America,0,Yes,0,,100-500,Never,1.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,No,No,I don't know,No
1010,37,male,United States of America,1,Yes,1,26-50%,,Sometimes,,,,,,,,,,,,No,Yes,,
1011,28,Male,Germany,0,No,1,,100-500,Sometimes,1.0,I don't know,I am not sure,No,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
1012,34,Female,United Kingdom,0,I don't know,1,,500-1000,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,No,Yes,I don't know,No
1013,40,Female,United States of America,0,Yes,1,,More than 1000,Never,1.0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,Maybe,No,No
1014,45,Male,United States of America,0,I don't know,1,,More than 1000,Never,1.0,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Yes,No,No
1015,31,Male,Sweden,0,Yes,0,,100-500,Sometimes,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
1016,30,male,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Yes,I don't know,No
1017,47,female,United Kingdom,0,No,0,,More than 1000,Sometimes,0.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No
